Word,Frequency,CEFR Level,Examples
rimligen,13,B1,
minut,13,B1,
annanstans,13,B1,
knapp,13,B1,
kvartal,13,B1,
imponera,13,B1,
innanför,13,B1,
expansion,13,B1,
vaken,13,B1,
kunnig,13,B1,
scenario,13,B1,
leverans,13,B1,
medelstor,13,B1,
salt,13,B1,
sannolik,13,B1,
vänskap,13,B1,
farmor,13,B1,
tiotusentals,13,B1,
lokalt,13,B1,
frigöra,13,B1,
prestation,13,B1,
olämplig,13,B1,
belöning,13,B1,
styrning,13,B1,
säte,13,B1,
sjukförsäkring,13,B1,
upplysa,13,B1,
halvtimme,13,B1,
uppsättning,13,B1,
elektrisk,13,B1,
folkbildning,13,B1,
kriminalitet,13,B1,
födelse,13,B1,
registrering,13,B1,
färdas,12,B1,
världsbild,12,B1,
brista,12,B1,
prinsessa,12,B1,
överlåta,12,B1,
konsumera,12,B1,
vardaglig,12,B1,
besättning,12,B1,
manus,12,B1,
mestadels,12,B1,
imperialism,12,B1,
departement,12,B1,
förfölja,12,B1,
operativ,12,B1,
fullmäktige,12,B1,
kommunfullmäktige,12,B1,
nyliberal,12,B1,
sparande,12,B1,
interpellation,12,B1,
marxism,12,B1,
trång,12,B1,
angelägenhet,12,B1,
potatis,12,B1,
medeltida,12,B1,
ensamhet,12,B1,
noggrant,12,B1,
sprit,12,B1,
panna,12,B1,
sakfråga,12,B1,
brun,12,B1,
kind,12,B1,
förekomst,12,B1,
härifrån,12,B1,
okunnig,12,B1,
oförändrad,12,B1,
sedermera,12,B1,
möjligtvis,12,B1,
fordra,12,B1,
förhållningssätt,12,B1,
hall,12,B1,
klassiker,12,B1,
uppkomst,12,B1,
vägledning,12,B1,
kika,12,B1,
dos,12,B1,
försiktigt,12,B1,
blodig,12,B1,
dynamisk,12,B1,
portion,12,B1,
smutsig,12,B1,
svika,12,B1,
smått,12,B1,
bortsett från,12,B1,
förstärkning,12,B1,
förteckning,12,B1,
narkotikum,12,B1,(vanligast narkotika)
björn,12,B1,
engelsman,12,B1,
utropa,12,B1,
fascism,12,B1,
gnälla,12,B1,
underbart,12,B1,
ankomst,12,B1,
barnbarn,12,B1,
gudstjänst,12,B1,
pott,12,B1,
regissör,12,B1,
turk,12,B1,
hylla,12,B1,
tillfälligt,12,B1,
ungdomsförbund,12,B1,
eftersträva,12,B1,
förflytta,12,B1,
sekreterare,12,B1,
missnöjd,12,B1,
värdelös,12,B1,
doft,12,B1,
passiv,12,B1,
uppfinning,12,B1,
språklig,12,B1,
härska,12,B1,
kast,12,B1,
sympati,12,B1,
behörighet,12,B1,
förknippa,12,B1,
insändare,12,B1,
judendom,12,B1,
sjuksköterska,12,B1,
tält,12,B1,
uppgång,12,B1,
inskränka,12,B1,
prestera,12,B1,
udda,12,B1,
diplomatisk,12,B1,
förakt,12,B1,
regera,12,B1,
indirekt,12,B1,
gyllene,12,B1,
söderut,12,B1,
kapitalist,12,B1,
genomslag,12,B1,
teologisk,12,B1,
matta,12,B1,
medelklass,12,B1,
målgrupp,12,B1,
sortera,12,B1,
säkerhetspolitik,12,B1,
födelsedag,12,B1,
misshandla,12,B1,
mynt,12,B1,
rörlig,12,B1,
gods,12,B1,
beredning,12,B1,
traditionellt,12,B1,
bliva,12,B1,(vanligast bli)
agent,12,B1,
exklusiv,12,B1,
handlande,12,B1,
socker,12,B1,
upplopp,12,B1,
kaka,12,B1,
kollektivtrafik,12,B1,
anlägga,12,B1,
upphandling,12,B1,
breda,12,B1,e.g. breda ut
realitet,12,B2,
marknadsföra,12,B2,
vitt,12,B2,
vrede,12,B2,
statistisk,12,B2,
ödmjuk,12,B2,
i natt,12,B2,
klarhet,12,B2,
långsiktigt,12,B2,
anstränga,12,B2,e.g. anstränga sig
generös,12,B2,
mellanrum,12,B2,
sken,12,B2,
upplösning,12,B2,
vistelse,12,B2,
växla,12,B2,
strukturell,12,B2,
förvärva,12,B2,
regi,12,B2,
redogörelse,12,B2,
statsmakt,12,B2,
etta,12,B2,
relativ,12,B2,
vindkraft,12,B2,
imperialistisk,12,B2,
måltid,12,B2,
till synes,12,B2,
belöna,12,B2,
importera,12,B2,
liter,12,B2,
rentav,12,B2,
stormakt,12,B2,
samtida,12,B2,
legal,12,B2,
principiell,12,B2,
valfrihet,12,B2,
tydlighet,12,B2,
växthusgas,12,B2,
evenemang,12,B2,
lösenord,12,B2,
dialekt,12,B2,
behärska,12,B2,
föregångare,12,B2,
homosexualitet,12,B2,
seg,12,B2,
licens,12,B2,
platt,12,B2,
iver,12,B2,
resenär,12,B2,
utrota,12,B2,
uppfinna,12,B2,
dagordning,12,B2,
perfekt,12,B2,
splittring,12,B2,
inbilla,12,B2,e.g. inbilla sig
avge,12,B2,
partnerskap,12,B2,
löna sig,12,B2,
brutal,12,B2,
konstruera,12,B2,
ärlighet,12,B2,
bekväm,12,B2,
presskonferens,12,B2,
osannolik,12,B2,
totalitär,12,B2,
åtgärda,12,B2,
flickvän,12,B2,
norrut,12,B2,
arbetstillfälle,12,B2,
inträde,12,B2,
släpa,12,B2,
övervägande,12,B2,
skilsmässa,12,B2,
utforska,12,B2,
bildande,11,B2,
tyngd,11,B2,
frälsare,11,B2,
invadera,11,B2,
personuppgift,11,B2,
förhand,11,B2,e.g. på förhand
gruppering,11,B2,
tekniskt,11,B2,
dagstidning,11,B2,
oacceptabel,11,B2,
serb,11,B2,
justera,11,B2,
adel,11,B2,
konsult,11,B2,
nervös,11,B2,
sekt,11,B2,
slöja,11,B2,
välkommen,11,B2,
läcka,11,B2,
afton,11,B2,e.g. god afton
introduktion,11,B2,
livstid,11,B2,
demonstrant,11,B2,
flexibilitet,11,B2,
hed,11,B2,
kol,11,B2,
uppväxt,11,B2,
efterlysa,11,B2,
grönsak,11,B2,
samordna,11,B2,
järn,11,B2,
distribution,11,B2,
automatisk,11,B2,
transaktion,11,B2,
däck,11,B2,
observation,11,B2,
typiskt,11,B2,
inskränkning,11,B2,
mata,11,B2,
paradis,11,B2,
ingenjör,11,B2,
koncentration,11,B2,
plus,11,B2,
dugg,11,B2,e.g. inte ett dugg
samtid,11,B2,
uppståndelse,11,B2,
slaveri,11,B2,
ålägga,11,B2,
framkalla,11,B2,
utkast,11,B2,
desperat,11,B2,
någon som helst,11,B2,
flitigt,11,B2,
offensiv,11,B2,
sångare,11,B2,
ingrepp,11,B2,
otalig,11,B2,
diagram,11,B2,
inbjuda,11,B2,
motivation,11,B2,
utplåna,11,B2,
gymnasieskola,11,B2,
bearbeta,11,B2,
förlåtelse,11,B2,
snurra,11,B2,
skildring,11,B2,
sändning,11,B2,
förvara,11,B2,
rabatt,11,B2,
rota,11,B2,
apa,11,B2,
sammanställa,11,B2,
stirra,11,B2,
avgörande,11,B2,
manifestation,11,B2,
uppenbara,11,B2,e.g. uppenbara sig
maila,11,B2,
medmänniska,11,B2,
genombrott,11,B2,
proletär,11,B2,
fika,11,B2,
spaning,11,B2,
beordra,11,B2,
förbinda,11,B2,
jämförbar,11,B2,
socialt,11,B2,
fullgöra,11,B2,
förr eller senare,11,B2,
förvirring,11,B2,
privatisering,11,B2,
chock,11,B2,
oundviklig,11,B2,
samtycke,11,B2,
förband,11,B2,
missbruka,11,B2,
förvärra,11,B2,
investerare,11,B2,
vackert,11,B2,
bio,11,B2,
oförmåga,11,B2,
klippa,11,B2,
fras,11,B2,
indikera,11,B2,
vardera,11,B2,
arrangör,11,B2,
profetia,11,B2,
därutöver,11,B2,
förnya,11,B2,
hederlig,11,B2,
inhämta,11,B2,
skånsk,11,B2,
abstrakt,11,B2,
dämpa,11,B2,
tillhörighet,11,B2,
möbel,11,B2,
ringa,11,B2,
sky,11,B2,
anvisning,11,B2,
hatt,11,B2,
tokig,11,B2,
förvärv,11,B2,
med flera,11,B2,
omgående,11,B2,
bedrägeri,11,B2,
mobilisera,11,B2,
signatur,11,B2,
skälig,11,B2,
expandera,11,B2,
förkunna,11,B2,
böja,11,B2,e.g. böja sig
förenkla,11,B2,
viga,11,B2,
justitieminister,11,B2,
fjärdedel,11,B2,
substans,11,B2,
tömma,11,B2,
utmärka,11,B2,e.g. utmärka sig
ende,11,B2,
förnyelse,11,B2,
subjektiv,11,B2,
burk,11,B2,
human,11,B2,
mista,11,B2,
sanktion,11,B2,
fler och fler,11,B2,
omsättning,11,B2,
besitta,11,B2,
initiera,11,B2,
skrivande,11,B2,
hänseende,11,B2,
härstamma,11,B2,
censur,11,B2,
kollektiv,11,B2,
promenera,11,B2,
supa,11,B2,
legitimitet,11,B2,
befäl,11,B2,
sökande,11,B2,
pojkvän,11,B2,
poängtera,11,B2,
överträdelse,11,B2,
klimatfråga,11,B2,
telefonsamtal,11,B2,
beredskap,11,B2,
vers,11,B2,
monarki,11,B2,
ockupera,11,B2,
skum,11,B2,
turism,11,B2,
befrielse,11,B2,
byxa,11,B2,
rekrytera,11,B2,
sökande,11,B2,
förmögenhet,11,B2,
gången,11,B2,
liksom,11,B2,
äpple,11,B2,
höjdpunkt,11,B2,
sammanställning,11,B2,
underhållning,11,B2,
uppbyggnad,11,B2,
etablissemang,11,B2,
kontinuerligt,11,B2,
krama,11,B2,
missförstånd,11,B2,
nationalistisk,11,B2,
obalans,11,B2,
nyår,11,B2,
produktiv,11,B2,
till rätta,11,B2,
avveckling,11,B2,
provocera,11,B2,
blank,11,B2,
singel,11,B2,
försörjning,11,B2,
irländsk,11,B2,
kurd,11,B2,
psykolog,11,B2,
samtala,11,B2,
sekel,11,B2,
federal,11,B2,
frustration,11,B2,
fundamental,11,B2,
omge,11,B2,
företa,11,B2,
utdrag,11,B2,
fram och tillbaka,11,B2,
lågt,11,B2,
skal,11,B2,
irakisk,11,B2,
parallell,11,B2,
avslag,11,B2,
emellanåt,11,B2,
källare,11,B2,
merpart,11,B2,
vetskap,11,B2,
delägare,10,B2,
distans,10,B2,
eliminera,10,B2,
i motsats till,10,B2,
tolerans,10,B2,
krigare,10,B2,
filma,10,B2,
upplägg,10,B2,
föda,10,B2,
överläggning,10,B2,
miss,10,B2,
moské,10,B2,
passion,10,B2,
zon,10,B2,
tunga,10,B2,
vass,10,B2,
klient,10,B2,
spana,10,B2,
utbetalning,10,B2,
obetydlig,10,B2,
kurdisk,10,B2,
relevans,10,B2,
förutsatt att,10,B2,
motarbeta,10,B2,
påtryckning,10,B2,
efterföljande,10,B2,
nyhetsbrev,10,B2,
årsskifte,10,B2,
avvikelse,10,B2,
tilltala,10,B2,
stift,10,B2,
hemlös,10,B2,
splittra,10,B2,
bosätta sig,10,B2,
bekräftelse,10,B2,
försvarsminister,10,B2,
dokumentera,10,B2,
lydnad,10,B2,
tragedi,10,B2,
organism,10,B2,
socialtjänst,10,B2,e.g. socialtjänsten
tillskriva,10,B2,
humanist,10,B2,
snett,10,B2,
firma,10,B2,
förankring,10,B2,
reporänta,10,B2,e.g. reporäntan
sekulär,10,B2,
fortsättningsvis,10,B2,
erfara,10,B2,
inblandning,10,B2,
signalspaning,10,B2,
svininfluensa,10,B2,
liknelse,10,B2,
härligt,10,B2,
ingripande,10,B2,
pigg,10,B2,
bebyggelse,10,B2,
fysiskt,10,B2,
romantisk,10,B2,
ingående,10,B2,
märkning,10,B2,
lojalitet,10,B2,
penna,10,B2,
får,10,B2,
illustration,10,B2,
rock,10,B2,
innehav,10,B2,
tilltro,10,B2,
bensin,10,B2,
bromsa,10,B2,
bråka,10,B2,
kula,10,B2,
svält,10,B2,
klo,10,B2,
sektion,10,B2,
avskaffande,10,B2,
examen,10,B2,
religionsfrihet,10,B2,
utåt,10,B2,
balansera,10,B2,
heltid,10,B2,
hemifrån,10,B2,
stifta,10,B2,
verkställande,10,B2,
asyl,10,B2,e.g. söka/få asyl
graviditet,10,B2,
korsa,10,B2,
avlägsna,10,B2,e.g. avlägsna sig
beställning,10,B2,
fasad,10,B2,
infinna sig,10,B2,
hyfsat,10,B2,
julafton,10,B2,
organisk,10,B2,
åtnjuta,10,B2,
för alltid,10,B2,
hemmaplan,10,B2,
kloster,10,B2,
förlita sig,10,B2,
förlägga,10,B2,
spontan,10,B2,
informell,10,B2,
förvåning,10,B2,
iaktta,10,B2,
körkort,10,B2,
försäkringsbolag,10,B2,
missnöje,10,B2,
etnicitet,10,B2,
inbjudan,10,B2,
dyster,10,B2,
okunskap,10,B2,
garanterat,10,B2,
sammanfattningsvis,10,B2,
spark,10,B2,
arbetsdag,10,B2,
silver,10,B2,
organisatorisk,10,B2,
slutgiltig,10,B2,
tungt,10,B2,
bekänna,10,B2,
kostym,10,B2,
schema,10,B2,
långtgående,10,B2,
mask,10,B2,
materiel,10,B2,
mobbning,10,B2,
leksak,10,B2,
spridd,10,B2,
stava,10,B2,
tillit,10,B2,
modig,10,B2,
utbrott,10,B2,
apparat,10,B2,
disk,10,B2,
drama,10,B2,
exportera,10,B2,
försoning,10,B2,
universell,10,B2,
beroende,10,B2,
surfa,10,B2,
diktator,10,B2,
passage,10,B2,
plåga,10,B2,
strikt,10,B2,
utlova,10,B2,
riksbank,10,B2,e.g. Riksbanken
återta,10,B2,
dokumentation,10,B2,
ingrediens,10,B2,
inträda,10,B2,
show,10,B2,
bak,10,B2,
delaktighet,10,B2,
i viss mån,10,B2,
odling,10,B2,
vardagsrum,10,B2,
fascinerande,10,B2,
kontext,10,B2,
lina,10,B2,
folkhögskola,10,B2,
glasögon,10,B2,(plural)
inviga,10,B2,
rop,10,B2,
varannan,10,B2,
disciplin,10,B2,
europé,10,B2,
härskare,10,B2,
återkomst,10,B2,
i fred,10,B2,
kompensation,10,B2,
representativ,10,B2,
strömma,10,B2,
kartlägga,10,B2,
systematiskt,10,B2,
i relation till,10,B2,
uppe,10,B2,
yxa,10,B2,
bevakning,10,B2,
missionär,10,B2,
rätta,10,B2,e.g. inför rätta
bekännelse,10,B2,
ensidig,10,B2,
högtid,10,B2,
institutionell,10,B2,
psykiskt,10,B2,
skjorta,10,B2,
under förutsättning att,10,B2,
rehabilitering,10,B2,
skärgård,10,B2,
övervinna,10,B2,
enkät,10,B2,
garderob,10,B2,
läxa,10,B2,
med avseende på,10,B2,
trumma,10,B2,
pol,10,B2,
choklad,10,B2,
återhämtning,10,B2,
bakterie,10,B2,
exploatering,10,B2,
kärnkraftverk,10,B2,
stig,10,B2,
primär,10,B2,
republikan,10,B2,
gestalt,10,B2,
konstitutionell,10,B2,
avslutningsvis,10,B2,
indian,10,B2,
ingenstans,10,B2,
nuförtiden,10,B2,
runda,10,B2,
baltisk,10,B2,
farfar,10,B2,
förtydliga,10,B2,
gärningsman,10,B2,
succé,10,B2,
tröst,10,B2,
epok,10,B2,
intention,10,B2,
nedskärning,10,B2,
tillika,10,B2,
remiss,10,B2,
skåda,10,B2,
bevittna,10,B2,
främling,10,B2,
juridik,10,B2,
utvisning,10,B2,
folkrätt,10,B2,
legitim,10,B2,
bostadsområde,10,B2,
egyptisk,10,B2,
glatt,10,B2,
hyresgäst,10,B2,
radikalt,10,B2,
vinge,10,B2,
klassa,10,B2,
legend,10,B2,
öre,10,B2,
nazistisk,10,B2,
varsin,10,B2,
begrava,10,B2,
funktionsnedsättning,10,B2,
kontra,10,B2,
persisk,9,B2,
tillskott,9,B2,
klagomål,9,B2,
konstverk,9,B2,
kortsiktig,9,B2,
backe,9,B2,
förespråkare,9,B2,
indikator,9,B2,
nutida,9,B2,
textstorlek,9,B2,
asiatisk,9,B2,
meny,9,B2,
muntlig,9,B2,
nedre,9,B2,
regeringsform,9,B2,e.g. regeringsformen
otrevlig,9,B2,
publikation,9,B2,
halt,9,B2,
borg,9,B2,
pedofil,9,B2,
porträtt,9,B2,
utomstående,9,B2,
ironi,9,B2,
manipulera,9,B2,
afghansk,9,B2,
jag,9,B2,
utomhus,9,B2,
privilegium,9,B2,
rensning,9,B2,
etapp,9,B2,
minimera,9,B2,
till fullo,9,B2,
representation,9,B2,
latin,9,B2,
måhända,9,B2,
serbisk,9,B2,
estetisk,9,B2,
explodera,9,B2,
folkrörelse,9,B2,
grundare,9,B2,
konspiration,9,B2,
kritiskt,9,B2,
kurva,9,B2,
operera,9,B2,
turné,9,B2,
åskådare,9,B2,
alliansregering,9,B2,
framgångsrikt,9,B2,
ovan,9,B2,
robot,9,B2,
försvarare,9,B2,
landslag,9,B2,
proportion,9,B2,
verkstad,9,B2,
ask,9,B2,
bomba,9,B2,
jeans,9,B2,
jordbävning,9,B2,
ratt,9,B2,
befälhavare,9,B2,
bot,9,B2,
dusch,9,B2,
konsensus,9,B2,
könsneutral,9,B2,
våldta,9,B2,
skruva,9,B2,
slutföra,9,B2,
återspegla,9,B2,
eko,9,B2,
horisont,9,B2,
inkomma,9,B2,
ministerråd,9,B2,
beslutsfattare,9,B2,
suck,9,B2,
utlösa,9,B2,
flygbolag,9,B2,
spegel,9,B2,
konventionell,9,B2,
metall,9,B2,
i fjol,9,B2,
lönsamhet,9,B2,
vari,9,B2,
antiken,9,B2,
innovativ,9,B2,
utnämna,9,B2,
islamistisk,9,B2,
pricka,9,B2,
tunnel,9,B2,
avreglering,9,B2,
bristfällig,9,B2,
ensamstående,9,B2,
inomhus,9,B2,
kapabel,9,B2,
autonom,9,B2,
mekanisk,9,B2,
kvarvarande,9,B2,
vägnar,9,B2,e.g. på/å ngns vägnar
befara,9,B2,
beundra,9,B2,
förfall,9,B2,
toppmöte,9,B2,
trakasseri,9,B2,
kupp,9,B2,
bistå,9,B2,
sno,9,B2,
genuin,9,B2,
nuläge,9,B2,e.g. i nuläget
ros,9,B2,
tittare,9,B2,
trasig,9,B2,
check,9,B2,
irrelevant,9,B2,
moraliskt,9,B2,
överlag,9,B2,
förstånd,9,B2,
blockad,9,B2,
nutid,9,B2,
omställning,9,B2,
rumpa,9,B2,
förebyggande,9,B2,
notis,9,B2,
mejl,9,B2,
moms,9,B2,
samspel,9,B2,
aktiebolag,9,B2,
jävel,9,B2,(stötande)
ledighet,9,B2,
prat,9,B2,
uppför,9,B2,
riksdagsbeslut,9,B2,
balkong,9,B2,
glass,9,B2,
kallelse,9,B2,
omsätta,9,B2,
destruktiv,9,B2,
för,9,B2,
sy,9,B2,
virtuell,9,B2,
ärkebiskop,9,B2,
invända,9,B2,
restriktion,9,B2,
snar,9,B2,
upprörd,9,B2,
koncern,9,B2,
minimal,9,B2,
fientlig,9,B2,
förfader,9,B2,
underhålla,9,B2,
vansinnig,9,B2,
biografi,9,B2,
räddning,9,B2,
rör,9,B2,
fiska,9,B2,
försämring,9,B2,
mode,9,B2,
programledare,9,B2,
ytlig,9,B2,
tron,9,B2,
efternamn,9,B2,
hämnd,9,B2,
puls,9,B2,
tidsperiod,9,B2,
medelålder,9,B2,"e.g. medelåldern, medelålders"
nyfikenhet,9,B2,
barnomsorg,9,B2,
ggr,9,B2,
framstående,9,B2,
innehavare,9,B2,
isolering,9,B2,
kreditkort,9,B2,
otillräcklig,9,B2,
arbetsmiljö,9,B2,
fusk,9,B2,
lik,9,B2,
nationalitet,9,B2,
smör,9,B2,
tillträda,9,B2,
bänk,9,B2,
korthet,9,B2,e.g. i korthet
kungarike,9,B2,
målvakt,9,B2,
svans,9,B2,
utvisa,9,B2,
lite grann,9,B2,
efterträdare,9,B2,
led,9,B2,
närstående,9,B2,
parallell,9,B2,
plötslig,9,B2,
rök,9,B2,
skälla,9,B2,e.g. skälla ut
valp,9,B2,
fruktan,9,B2,
rekrytering,9,B2,
förövare,9,B2,
popularitet,9,B2,
symbolisera,9,B2,
kollaps,9,B2,
kändis,9,B2,
ont,9,B2,"e.g. ha ont, göra ont"
termin,9,B2,
tills vidare,9,B2,
dilemma,9,B2,
smärtsam,9,B2,
holländsk,9,B2,
klämma,9,B2,
ateist,9,B2,
fotnot,9,B2,
samverka,9,B2,
antik,9,B2,
krånglig,9,B2,
förpackning,9,B2,
överskrida,9,B2,
aktivera,9,B2,
flytt,9,B2,
vida,9,B2,
älg,9,B2,
förstörelse,9,B2,
avgång,9,B2,
montera,9,B2,
polisman,9,B2,
preliminär,9,B2,
primitiv,9,B2,
avrättning,9,B2,
nedåt,9,B2,
real,9,B2,
gym,9,B2,
mötesplats,9,B2,
öster,9,B2,
beslutsfattande,9,B2,
psykiatri,9,B2,
handläggning,9,B2,
utbryta,9,B2,
fientlighet,9,B2,
inredning,9,B2,
troll,9,B2,
identisk,9,B2,
riksförbund,9,B2,
sal,9,B2,
förtjust,9,B2,
generalsekreterare,9,B2,
genomsyra,9,B2,
öppning,9,B2,
obefintlig,9,B2,
tillförlitlig,9,B2,
näringsminister,9,B2,
protein,9,B2,
applåd,9,B2,
ersättare,9,B2,
onödigt,9,B2,
tjänstgöra,9,B2,
fastslå,9,B2,
slut,9,B2,
solig,9,B2,
gåta,9,B2,
härlighet,9,B2,
återuppta,9,B2,
fördriva,9,B2,
hertig,9,B2,
påsk,9,B2,
komplement,9,B2,
modersmål,9,B2,
beröm,8,B2,e.g. få/ge beröm
frö,8,B2,
installation,8,B2,
släcka,8,B2,
odds,8,B2,
årsmöte,8,B2,
arm,8,B2,
kommunstyrelse,8,B2,
mångkulturell,8,B2,
varaktig,8,B2,
sedel,8,B2,
valsedel,8,B2,
merit,8,B2,
skinn,8,B2,
badrum,8,B2,
inbegripa,8,B2,
sovrum,8,B2,
uppehålla,8,B2,
hårddisk,8,B2,
insamling,8,B2,
oändligt,8,B2,
påminnelse,8,B2,
marin,8,B2,
opera,8,B2,
aktieägare,8,B2,
panel,8,B2,
på något vis,8,B2,
inflytelserik,8,B2,
polismyndighet,8,B2,
vetenskapsman,8,B2,
miljöfråga,8,B2,
miste,8,B2,e.g. gå miste om
nicka,8,B2,
övervägande,8,B2,
förtjänst,8,B2,
inge,8,B2,
stolt,8,B2,
undergång,8,B2,
ambitiös,8,B2,
hebreisk,8,B2,
växelkurs,8,B2,
möda,8,B2,
klassrum,8,B2,
kontinuerlig,8,B2,
si,8,B2,"e.g. si och så, si så där (el. sisådär)"
entusiasm,8,B2,
respons,8,B2,
monster,8,B2,
rån,8,B2,
självkänsla,8,B2,
sammanhållning,8,B2,
sammanfalla,8,B2,
bara,8,B2,
intensivt,8,B2,
optimal,8,B2,
suverän,8,B2,
upp och ner,8,B2,
apotek,8,B2,
hälla,8,B2,
käka,8,B2,(vardagligt)
fäste,8,B2,
hastigt,8,B2,
livslång,8,B2,
svälta,8,B2,
välta,8,B2,
arbetsgivaravgift,8,B2,
demon,8,B2,
fastighetsskatt,8,B2,
korridor,8,B2,
stridsvagn,8,B2,
tillvara,8,B2,
vittnesmål,8,B2,
ansvarsfull,8,B2,
bagage,8,B2,
evigt,8,B2,
koldioxidutsläpp,8,B2,
fängsla,8,B2,
utflykt,8,B2,
gratulera,8,B2,
studerande,8,B2,
upprop,8,B2,
utgåva,8,B2,
vädja,8,B2,
finländsk,8,B2,
morfar,8,B2,
norrman,8,B2,
skandinavisk,8,B2,
tumme,8,B2,
utslag,8,B2,
familjemedlem,8,B2,
lasta,8,B2,
ledarsida,8,B2,
skräp,8,B2,
smitta,8,B2,
påtala,8,B2,
stort,8,B2,
levnadsstandard,8,B2,
palats,8,B2,
tyska,8,B2,
opinionsundersökning,8,B2,
vetenskapligt,8,B2,
orolighet,8,B2,
brud,8,B2,
tillvägagångssätt,8,B2,
klistra,8,B2,
trams,8,B2,
isär,8,B2,
kärleksfull,8,B2,
usch,8,B2,
avslöjande,8,B2,
beskatta,8,B2,
skrivbord,8,B2,
utrikespolitisk,8,B2,
vakta,8,B2,
arbetskamrat,8,B2,
idiotisk,8,B2,
spontant,8,B2,
tillställning,8,B2,
tvärs,8,B2,
budgetår,8,B2,
förtrycka,8,B2,
passande,8,B2,
atom,8,B2,
avta,8,B2,
chips,8,B2,
markering,8,B2,
tillåten,8,B2,
öken,8,B2,
fläck,8,B2,
retorisk,8,B2,
borgmästare,8,B2,
förlorare,8,B2,
melodi,8,B2,
senat,8,B2,
skarpt,8,B2,
bläddra,8,B2,
bärare,8,B2,
gissning,8,B2,
i onödan,8,B2,
stryk,8,B2,
strålning,8,B2,
terräng,8,B2,
väva,8,B2,
skönt,8,B2,
spricka,8,B2,
äldreomsorg,8,B2,
övertala,8,B2,
känslomässig,8,B2,
feber,8,B2,
härja,8,B2,
spelregel,8,B2,
annonsera,8,B2,
belastning,8,B2,
flock,8,B2,
inspektion,8,B2,
laddning,8,B2,
sammanslutning,8,B2,
svek,8,B2,
aska,8,B2,
bekymra,8,B2,
finanspolitik,8,B2,
godtycklig,8,B2,
bluff,8,B2,
distribuera,8,B2,
from,8,B2,
förlopp,8,B2,
nedläggning,8,B2,
bestrida,8,B2,
huvudman,8,B2,
ikapp,8,B2,
empati,8,B2,
avlyssning,8,B2,
dessförinnan,8,B2,
golf,8,B2,
rasande,8,B2,
reaktionär,8,B2,
vifta,8,B2,
överklagande,8,B2,
anor,8,B2,
dominans,8,B2,
lax,8,B2,
organisering,8,B2,
gift,8,B2,
hacka,8,B2,
medial,8,B2,
entré,8,B2,
farbror,8,B2,
livlig,8,B2,
packning,8,B2,
essä,8,B2,
magi,8,B2,
självständigt,8,B2,
trötthet,8,B2,
konsekvent,8,B2,
rådgivning,8,B2,
smälla,8,B2,
journalistisk,8,B2,
officerare,8,B2,
tjuv,8,B2,
vidd,8,B2,
belysning,8,B2,
hänföra,8,B2,
nationalstat,8,B2,
nedladdning,8,B2,
växthuseffekt,8,B2,
grotta,8,B2,
matematisk,8,B2,
ovanpå,8,B2,
pärla,8,B2,
värk,8,B2,
halvlek,8,B2,
påtagligt,8,B2,
benägen,8,B2,
recensera,8,B2,
diskriminera,8,B2,
pilot,8,B2,
eftertanke,8,B2,
fiktiv,8,B2,
närliggande,8,B2,
pålitlig,8,B2,
korv,8,B2,
reformera,8,B2,
fördubbla,8,B2,
militant,8,B2,
sammantaget,8,B2,
tillkomst,8,B2,
incident,8,B2,
intill,8,B2,
underrättelse,8,B2,
redigera,8,B2,
stadigt,8,B2,
baka,8,B2,
gud,8,B2,
herregud,8,B2,
facit,8,B2,
gruva,8,B2,
obekväm,8,B2,
fossil,8,B2,
verkning,8,B2,
kompromissa,8,B2,
konspirationsteori,8,B2,
nacke,8,B2,
svälja,8,B2,
tillstyrka,8,B2,
rättfärdighet,8,B2,
frågetecken,8,B2,
image,8,B2,
njutning,8,B2,
utmärkt,8,B2,
isländsk,8,B2,
skörda,8,B2,
såga,8,B2,
sökmotor,8,B2,
drastiskt,8,B2,
dyrbar,8,B2,
haka,8,B2,e.g. haka av/fast/på
knacka,8,B2,
offentlighet,8,B2,
sekretess,8,B2,
utkomma,8,B2,
indelning,8,B2,
utomordentligt,8,B2,
olympisk,8,B2,
skryta,8,B2,
ankomma,8,B2,
index,8,B2,
umgänge,8,B2,
avsky,8,B2,
förmoda,8,B2,
lyx,8,B2,
skåp,8,B2,
svamp,8,B2,
uppehåll,8,B2,
inbördes,8,B2,
indikation,8,B2,
jämlik,8,B2,
staty,8,B2,
uppförande,8,B2,
överensstämmelse,8,B2,
i grund och botten,8,B2,
puss,8,B2,
spricka,8,B2,
kemikalier,8,B2,(plural)
konkurrenskraftig,8,B2,
tankegång,8,B2,
supporter,8,B2,
symbolisk,8,B2,
mervärde,8,B2,
midsommar,8,B2,
misstro,8,B2,
fälla,8,B2,
blues,8,B2,
jury,8,B2,
kör,8,B2,
lyckligtvis,8,B2,
jordisk,8,B2,
pumpa,8,B2,
harmoni,8,B2,
trea,8,B2,
avvägning,8,B2,
markant,8,B2,
slopa,8,B2,
stål,8,B2,
vinning,8,B2,
främlingsfientlig,8,B2,
mössa,8,B2,
riksdagsman,8,B2,
runtom,8,B2,
skikt,8,B2,
avsevärd,8,B2,
avvakta,8,B2,
dimma,8,B2,
förundersökning,8,B2,
huvudvärk,8,B2,
ohälsa,8,B2,
praktisera,8,B2,
rusta,8,B2,
subvention,8,B2,
odemokratisk,8,B2,
