Word,Frequency,CEFR Level,Examples
gymnastik,2,C2,
kommissarie,2,C2,
vokal,2,C2,
förmyndare,2,C2,
mineral,2,C2,
omnämnande,2,C2,
alarm,2,C2,
allé,2,C2,
bergstopp,2,C2,
navigation,2,C2,
set,2,C2,
tematisk,2,C2,
täthet,2,C2,
återupptäcka,2,C2,
postkontor,2,C2,
ärm,2,C2,
residens,2,C2,
teleskop,2,C2,
tryckning,2,C2,
drickande,2,C2,
kabinett,2,C2,
charmerande,2,C2,
missfall,2,C2,
äktenskaplig,2,C2,
emigrant,2,C2,
bagatell,2,C2,
bestämdhet,2,C2,
aveny,2,C2,
hosta,2,C2,
andedräkt,2,C2,
bottenvåning,2,C2,
förtrolig,2,C2,
avskedande,2,C2,
femtonde,2,C2,
avbetalning,2,C2,
fotgängare,2,C2,
lärarinna,2,C2,
terrass,2,C2,
monter,2,C2,
sylt,2,C2,
kila,2,C2,
tuggummi,2,C2,
bildskärm,2,C2,
eliminering,2,C2,
kalkylera,2,C2,
agentur,2,C2,
mellanliggande,2,C2,
trosa,2,C2,
såg,2,C2,
fysiologisk,2,C2,
uppfödning,2,C2,
betinga,2,C2,
farförälder,2,C2,
råolja,2,C2,
ficklampa,2,C2,
hårig,2,C2,
tvättmedel,2,C2,
förorena,2,C2,
marskalk,2,C2,
böjning,2,C2,
narkoman,2,C2,
upphetsning,2,C2,
uppköp,2,C2,
mentor,2,C2,
fyrverkeri,2,C2,
kollegium,2,C2,
spade,2,C2,
differentiering,2,C2,
infektera,2,C2,
veck,2,C2,
limma,2,C2,
oväsen,2,C2,
innesluta,2,C2,
klädesplagg,2,C2,
musiker,2,C2,
smaklös,2,C2,
stigning,2,C2,
bravo,2,C2,
hjärtlig,2,C2,
explicit,1,C2,
idrottsman,1,C2,
koncession,1,C2,
ofördelaktig,1,C2,
ädel,1,C2,
epos,1,C2,
fasta,1,C2,
geting,1,C2,
hedervärd,1,C2,
hjältinna,1,C2,
knipa,1,C2,
frågeformulär,1,C2,
densitet,1,C2,
eskortera,1,C2,
rankning,1,C2,
servitör,1,C2,
svägerska,1,C2,
förbrylla,1,C2,
skattemässig,1,C2,
tillgivenhet,1,C2,
avkomling,1,C2,
diagnostisera,1,C2,
rådman,1,C2,
sammanfoga,1,C2,
ögonkast,1,C2,
designer,1,C2,
basilika,1,C2,
lem,1,C2,
adressera,1,C2,
bagare,1,C2,
veckoslut,1,C2,
centrera,1,C2,
fotfolk,1,C2,
fästmö,1,C2,
illvilja,1,C2,
inskrivning,1,C2,
omkrets,1,C2,
självdeklaration,1,C2,
trehundra,1,C2,
logo,1,C2,
fyndighet,1,C2,
gästfrihet,1,C2,
konfirmation,1,C2,
skär,1,C2,
vindruva,1,C2,
vårdare,1,C2,
ådra,1,C2,
tillfredsställd,1,C2,
förestå,1,C2,
handflata,1,C2,
inbillning,1,C2,
logg,1,C2,
bakverk,1,C2,
gratulation,1,C2,
kapplöpning,1,C2,
opponent,1,C2,
betydlig,1,C2,
matris,1,C2,
avdela,1,C2,
huvudämne,1,C2,
komplott,1,C2,
returnera,1,C2,
stadfästa,1,C2,
oavgjord,1,C2,
beslutsamt,1,C2,
kupong,1,C2,
massera,1,C2,
tändsticka,1,C2,
ädelsten,1,C2,
kakao,1,C2,
akvarium,1,C2,
smycke,1,C2,
försvarsadvokat,1,C2,
knytnäve,1,C2,
optik,1,C2,
skolkamrat,1,C2,
synfält,1,C2,
underlydande,1,C2,
frist,1,C2,
fyllning,1,C2,
förvarna,1,C2,
stearinljus,1,C2,
enhällig,1,C2,
insjö,1,C2,
ledsaga,1,C2,
moderskap,1,C2,
undantagslöst,1,C2,
alldaglig,1,C2,
avslappning,1,C2,
konduktör,1,C2,
lågstadium,1,C2,
sportig,1,C2,
utsändning,1,C2,
villighet,1,C2,
glans,1,C2,
arvinge,1,C2,
häfte,1,C2,
mejeri,1,C2,
chockera,1,C2,
eskort,1,C2,
tabu,1,C2,
avdelningschef,1,C2,
pilgrimsfärd,1,C2,
rättfram,1,C2,
slaktare,1,C2,
betecknande,1,C2,
patologisk,1,C2,
multimedia,1,C2,
frånskild,1,C2,
krämpa,1,C2,
långsamhet,1,C2,
mätare,1,C2,
oljud,1,C2,
slitage,1,C2,
kommendant,1,C2,
hök,1,C2,
rugby,1,C2,
snöre,1,C2,
vidröra,1,C2,
dån,1,C2,
sanitär,1,C2,
stekpanna,1,C2,
idol,1,C2,
luftkonditionering,1,C2,
svärson,1,C2,
tejp,1,C2,
viskning,1,C2,
fatal,1,C2,
arbetsam,1,C2,
korporativ,1,C2,
långfristig,1,C2,
snarka,1,C2,
tunna,1,C2,
ärta,1,C2,
kassaskåp,1,C2,
fela,1,C2,
maskulin,1,C2,
radie,1,C2,
utväxling,1,C2,
växellåda,1,C2,
ånga,1,C2,
försyn,1,C2,
glidning,1,C2,
planlägga,1,C2,
feminin,1,C2,
kodifiera,1,C2,
poem,1,C2,
kompanjon,1,C2,
stygg,1,C2,
anstöt,1,C2,
betygsätta,1,C2,
defekt,1,C2,
fadd,1,C2,
sittning,1,C2,
besk,1,C2,
rigorös,1,C2,
moster,1,C2,
gnida,1,C2,
ordningsföljd,1,C2,
ärorik,1,C2,
gnistra,1,C2,
pyjamas,1,C2,
bergig,1,C2,
fuktighet,1,C2,
inkassera,1,C2,
laglighet,1,C2,
statist,1,C2,
nobel,1,C2,
beväpning,1,C2,
gymnasist,1,C2,
kolossal,1,C2,
stek,1,C2,
uppkalla,1,C2,
försegla,1,C2,
konsortium,1,C2,
acceptans,1,C2,
grammatisk,1,C2,
strykning,1,C2,
kalcium,1,C2,
fasta,1,C2,
tillfälligtvis,1,C2,
genomgående,1,C2,
hänförelse,1,C2,
spårning,1,C2,
systerson,1,C2,
gunga,1,C2,
ohyra,1,C2,
opublicerad,1,C2,
idrottsplats,1,C2,
elastisk,1,C2,
arrest,1,C2,
dill,1,C2,
vax,1,C2,
pose,1,C2,
bullrig,1,C2,
spröd,1,C2,
tidsskrift,1,C2,
handfat,1,C2,
kork,1,C2,
immun,1,C2,
inlämna,1,C2,
projektering,1,C2,
regelbundenhet,1,C2,
karavan,1,C2,
krabba,1,C2,
membran,1,C2,
antikvitet,1,C2,
brant,1,C2,
genomträngande,1,C2,
kemikalie,1,C2,
kultiverad,1,C2,
rumslig,1,C2,
tråkighet,1,C2,
namnteckning,1,C2,
personell,1,C2,
ungkarl,1,C2,
rättfärdigande,1,C2,
sammankoppla,1,C2,
aktivering,1,C2,
mellantid,1,C2,
motorbåt,1,C2,
reglemente,1,C2,
decimal,1,C2,
mosa,1,C2,
olivträd,1,C2,
anskaffning,1,C2,
gradera,1,C2,
huva,1,C2,
lodrät,1,C2,
brodera,1,C2,
socka,1,C2,
systerdotter,1,C2,
turkos,1,C2,
huvudrollsinnehavare,1,C2,
kraftlös,1,C2,
spann,1,C2,
förbittring,1,C2,
metallisk,1,C2,
repertoar,1,C2,
avspänd,1,C2,
butiksägare,1,C2,
kännare,1,C2,
samtalspartner,1,C2,
överväldiga,1,C2,
rea,1,C2,
böna,1,C2,
diagnostisk,1,C2,
ställ,1,C2,
kontingent,1,C2,
projektil,1,C2,
spann,1,C2,
avtäcka,1,C2,
iakttagare,1,C2,
atmosfärisk,1,C2,
borttagning,1,C2,
differentiera,1,C2,
fysiker,1,C2,
mygga,1,C2,
orange,1,C2,
silke,1,C2,
troende,1,C2,
borste,1,C2,
sparv,1,C2,
stränghet,1,C2,
nittonde,1,C2,
i övermorgon,1,C2,
motsägande,1,C2,
käring,1,C2,
blus,1,C2,
kärnpunkt,1,C2,
projektera,1,C2,
utstyrsel,1,C2,
laser,1,C2,
knippe,1,C2,
presidium,1,C2,
kvast,1,C2,
plommon,1,C2,
ägarskap,1,C2,
oxe,1,C2,
snabbköp,1,C2,
tilltugg,1,C2,
sned,1,C2,
egenartad,1,C2,
fax,1,C2,
bulletin,1,C2,
högerhand,1,C2,
squash,1,C2,
stadsbo,1,C2,
simmare,1,C2,
inkvartering,1,C2,
majs,1,C2,
visare,1,C2,
oupphörlig,1,C2,
bönfalla,1,C2,
dosering,1,C2,
studiekamrat,1,C2,
tryne,1,C2,
ånger,1,C2,
kvarlåtenskap,1,C2,
körsbär,1,C2,
rakning,1,C2,
integral,1,C2,
klibba,1,C2,
sparsamhet,1,C2,
tunnland,1,C2,
formge,1,C2,
moderlig,1,C2,
pina,1,C2,
undervärdera,1,C2,
jetplan,1,C2,
auktorisera,1,C2,
korporation,1,C2,
saliv,1,C2,
strömbrytare,1,C2,
kurera,1,C2,
legering,1,C2,
smaklig,1,C2,
terroristisk,1,C2,
hemgift,1,C2,
avvara,1,C2,
förhandsvisning,1,C2,
marmelad,1,C2,
trafikpolis,1,C2,
kittel,1,C2,
bi,1,C2,
brådska,1,C2,
reseledare,1,C2,
akustik,1,C2,
bål,1,C2,
forcerad,1,C2,
tidsschema,1,C2,
årtusende,1,C2,
anträffa,1,C2,
rutnät,1,C2,
försakelse,1,C2,
pluton,1,C2,
ägarinna,1,C2,
överräcka,1,C2,
jordgubbe,1,C2,
sesam,1,C2,
artikulera,1,C2,
aprikos,1,C2,
krage,1,C2,
reklamera,1,C2,
tempus,1,C2,
upplag,1,C2,
tekniker,1,C2,
avläsning,1,C2,
knall,1,C2,
molnig,1,C2,
sårande,1,C2,
särprägel,1,C2,
variabel,1,C2,
yrkesman,1,C2,
återuppståndelse,1,C2,
manöver,1,C2,
myr,1,C2,
överse,1,C2,
atletisk,1,C2,
skolflicka,1,C2,
atlet,1,C2,
debitering,1,C2,
huslig,1,C2,
postlåda,1,C2,
millennium,1,C2,
valla,1,C2,
armbandsur,1,C2,
betäckning,1,C2,
brorsdotter,1,C2,
brutto,1,C2,
kompani,1,C2,
scarf,1,C2,
annullering,1,C2,
flanera,1,C2,
läkarvetenskap,1,C2,
mittemot,1,C2,
apparatur,1,C2,
fosterbarn,1,C2,
förbluffa,1,C2,
illamående,1,C2,
vrist,1,C2,
avskedsansökan,1,C2,
blyertspenna,1,C2,
invändig,1,C2,
postulat,1,C2,
ytterlig,1,C2,
ungdomstid,1,C2,
kabin,1,C2,
nödhjälp,1,C2,
kuriositet,1,C2,
pantsätta,1,C2,
hake,1,C2,
renlighet,1,C2,
stjälk,1,C2,
överlämning,1,C2,
olympiad,1,C2,
bräde,1,C2,
hålighet,1,C2,
realisering,1,C2,
tariff,1,C2,
bindel,1,C2,
sockel,1,C2,
animering,0,C2,
didaktisk,0,C2,
doktorsgrad,0,C2,
husgeråd,0,C2,
klarvaken,0,C2,
bullra,0,C2,
persika,0,C2,
svärdotter,0,C2,
upprepat,0,C2,
genomskinlighet,0,C2,
sonson,0,C2,
stridslysten,0,C2,
teatralisk,0,C2,
tyngdkraft,0,C2,
progression,0,C2,
stadgande,0,C2,
infarkt,0,C2,
upphängning,0,C2,
tesked,0,C2,
uppdykande,0,C2,
måtta,0,C2,
singularis,0,C2,
dotterdotter,0,C2,
syskonbarn,0,C2,
veterinär,0,C2,
baktala,0,C2,
påskrift,0,C2,
slutta,0,C2,
farmaceutisk,0,C2,
innertak,0,C2,
knackning,0,C2,
koffert,0,C2,
monitor,0,C2,
simbassäng,0,C2,
trettionde,0,C2,
utvändig,0,C2,
brudgum,0,C2,
inneslutning,0,C2,
genomresa,0,C2,
karakteristik,0,C2,
mör,0,C2,
genomfart,0,C2,
kameraman,0,C2,
dotterson,0,C2,
koefficient,0,C2,
vägavgift,0,C2,
adjö,0,C2,
betjäning,0,C2,
periodiskt,0,C2,
trofé,0,C2,
vokal,0,C2,
fjäder,0,C2,
himmelsblå,0,C2,
trådbuss,0,C2,
trasa,0,C2,
födelsemärke,0,C2,
hövlighet,0,C2,
konvergens,0,C2,
sorgsenhet,0,C2,
brorson,0,C2,
ringklocka,0,C2,
vardaglighet,0,C2,
berömdhet,0,C2,
förutbestämma,0,C2,
folie,0,C2,
kejsardöme,0,C2,
käke,0,C2,
rymling,0,C2,
serum,0,C2,
avresa,0,C2,
elektriker,0,C2,
syrsa,0,C2,
turkos,0,C2,
äggvita,0,C2,
hypotekslån,0,C2,
invalid,0,C2,
månljus,0,C2,
transplantera,0,C2,
tursam,0,C2,
kvalificering,0,C2,
skolväska,0,C2,
utprovning,0,C2,
skollov,0,C2,
likkista,0,C2,
packe,0,C2,
svärmor,0,C2,
bäcken,0,C2,
förbrukare,0,C2,
grönska,0,C2,
modus,0,C2,
studenthem,0,C2,
mekaniker,0,C2,
översida,0,C2,
fullbordande,0,C2,
undervåning,0,C2,
aritmetisk,0,C2,
fela,0,C2,
frisersalong,0,C2,
fönsterbräda,0,C2,
cirkelformad,0,C2,
kardinal,0,C2,
oföränderligt,0,C2,
regelvidrig,0,C2,
skrynkla,0,C2,
otvivelaktig,0,C2,
sondotter,0,C2,
ekolog,0,C2,
åska,0,C2,
femtionde,0,C2,
gravera,0,C2,
ortopedi,0,C2,
tekanna,0,C2,
fyrtionde,0,C2,
konservator,0,C2,
hurra,0,C2,
inrikes,0,C2,
maka,0,C2,
askkopp,0,C2,
fästman,0,C2,
hyvel,0,C2,
straffspark,0,C2,
stött,0,C2,
subtrahera,0,C2,
kakelplatta,0,C2,
kasus,0,C2,
svärfar,0,C2,
dossier,0,C2,
nolla,0,C2,
återgälda,0,C2,
besk,0,C2,
bräda,0,C2,
dyrkan,0,C2,
enfamiljshus,0,C2,
förkroppsligande,0,C2,
violin,0,C2,
kasus,0,C2,
mottaga,0,C2,
nittionde,0,C2,
oregelbundenhet,0,C2,
sjukskötare,0,C2,
stockning,0,C2,
toffel,0,C2,
vattenmelon,0,C2,
verkställare,0,C2,
vårlig,0,C2,
metalltråd,0,C2,
genetiker,0,C2,
sextionde,0,C2,
timmerstock,0,C2,
bjälke,0,C2,
excellens,0,C2,
läsesal,0,C2,
profylax,0,C2,
koordinator,0,C2,
poängställning,0,C2,
docka,0,C2,
fjärran,0,C2,
territorial,0,C2,
grafiker,0,C2,
undertröja,0,C2,
anfallsspelare,0,C2,
blotta,0,C2,
förfrågan,0,C2,
raffinera,0,C2,
specificitet,0,C2,
begeistring,0,C2,
bergskam,0,C2,
hurra,0,C2,
okultiverad,0,C2,
skrynkla,0,C2,
statistiker,0,C2,
syra,0,C2,
vinäger,0,C2,
upphetsa,0,C2,
författningsenlig,0,C2,
kalsong,0,C2,
klagan,0,C2,
kvitt,0,C2,
planta,0,C2,
toppen,0,C2,
tvåsidig,0,C2,
